Time [s],Channel 2,Channel 3
6.604441000,0,1
6.645619000,0,0
6.646453000,1,0
6.654557000,0,1
6.695734000,0,0
6.696565000,1,0
6.704715000,0,1
6.745850000,0,0
6.746684000,1,0
6.754788000,0,1
6.795966000,0,0
6.796799000,1,0
6.804903000,0,0
6.804904000,0,1
6.846081000,0,0
6.846912000,1,0
6.855062000,0,1
6.896197000,0,0
6.897031000,1,0
6.905135000,0,1
6.946313000,0,0
6.947146000,1,0
6.955250000,0,0
6.955251000,0,1
6.996428000,0,0
6.997258000,1,0
7.005409000,0,1
7.046544000,0,0
7.047378000,1,0
7.055482000,0,1
7.096660000,0,0
7.097493000,1,0
7.105597000,0,0
7.105598000,0,1
7.146775000,0,0
7.147605000,1,0
7.155756000,0,1
7.196891000,0,0
7.197724000,1,0
7.205828000,0,0
7.205829000,0,1
7.247006000,0,0
7.247840000,1,0
7.255944000,0,0
7.255945000,0,1
7.297122000,0,0
7.297952000,1,0
7.306103000,0,1
7.347238000,0,0
7.348072000,1,0
7.356175000,0,0
7.356176000,0,1
7.397353000,0,0
7.398187000,1,0
7.406291000,0,1
7.447469000,0,0
7.448299000,1,0
7.456450000,0,1
7.497585000,0,0
7.498418000,1,0
7.506522000,0,0
7.506523000,0,1
7.547700000,0,0
7.548534000,1,0
7.556638000,0,1
7.597816000,0,0
7.598646000,1,0
7.606796000,0,0
7.606797000,0,1
7.647932000,0,0
7.648765000,1,0
7.656869000,0,0
7.656870000,0,1
7.698047000,0,0
7.698881000,1,0
7.706985000,0,1
7.748163000,0,0
7.748993000,1,0
7.757144000,0,1
7.798278000,0,0
7.799112000,1,0
7.807216000,0,1
7.848394000,0,0
7.849228000,1,0
7.857332000,0,1
7.898510000,0,0
7.899340000,1,0
7.907490000,0,0
7.907491000,0,1
7.948625000,0,0
7.949459000,1,0
7.957563000,0,1
7.998741000,0,0
7.999575000,1,0
8.007679000,0,1
8.048857000,0,0
8.049687000,1,0
8.057837000,0,0
8.057838000,0,1
8.098972000,0,0
8.099806000,1,0
8.107910000,0,1
8.149088000,0,0
8.149922000,1,0
8.158026000,0,1
8.199204000,0,0
8.200034000,1,0
8.208184000,0,1
8.249319000,0,0
8.250153000,1,0
8.258257000,0,1
8.299435000,0,0
8.300268000,1,0
8.308372000,0,0
8.308373000,0,1
8.349550000,0,0
8.350381000,1,0
8.358531000,0,1
8.399666000,0,0
8.400500000,1,0
8.408604000,0,1
8.449782000,0,0
8.450615000,1,0
8.458719000,0,0
8.458720000,0,1
8.499897000,0,0
8.500727000,1,0
8.508878000,0,1
8.550013000,0,0
8.550847000,1,0
8.558951000,0,1
8.600129000,0,0
8.600962000,1,0
8.609066000,0,0
8.609067000,0,1
8.650244000,0,0
8.651074000,1,0
8.659225000,0,1
8.700360000,0,0
8.701194000,1,0
8.709297000,0,0
8.709298000,0,1
8.750475000,0,0
8.751309000,1,0
8.759413000,0,0
8.759414000,0,1
8.800591000,0,0
8.801421000,1,0
8.809572000,0,1
8.850707000,0,0
8.851541000,1,0
8.859644000,0,0
8.859645000,0,1
8.900822000,0,0
8.901656000,1,0
8.909760000,0,1
8.950938000,0,0
8.951768000,1,0
8.959919000,0,1
9.001054000,0,0
9.001887000,1,0
9.009991000,0,0
9.009992000,0,1
9.051169000,0,0
9.052003000,1,0
9.060107000,0,1
9.101285000,0,0
9.102115000,1,0
9.110265000,0,0
9.110266000,0,1
9.151401000,0,0
9.152234000,1,0
9.160338000,0,0
9.160339000,0,1
9.201516000,0,0
9.202350000,1,0
9.210454000,0,1
9.251632000,0,0
9.252462000,1,0
9.260612000,0,0
9.260613000,0,1
9.301747000,0,0
9.302581000,1,0
9.310685000,0,1
9.351863000,0,0
9.352697000,1,0
9.360801000,0,1
9.401979000,0,0
9.402809000,1,0
9.410959000,0,0
9.410960000,0,1
9.452094000,0,0
9.452928000,1,0
9.461032000,0,1
9.502210000,0,0
9.503044000,1,0
9.511148000,0,1
9.552326000,0,0
9.553156000,1,0
9.561260000,0,1
9.602441000,0,0
9.603275000,1,0
9.611379000,0,1
9.652557000,0,0
9.653391000,1,0
9.661495000,0,1
9.702673000,0,0
9.703503000,1,0
9.711607000,0,1
9.752788000,0,0
9.753622000,1,0
9.761726000,0,1
9.802904000,0,0
9.803737000,1,0
9.811841000,0,0
9.811842000,0,1
9.853019000,0,0
9.853850000,1,0
9.861954000,0,1
9.903135000,0,0
9.903969000,1,0
9.912073000,0,1
9.953251000,0,0
9.954081000,1,0
9.962231000,0,0
9.962232000,0,1
10.003366000,0,0
10.004200000,1,0
10.012304000,0,1
10.053482000,0,0
10.054316000,1,0
10.062420000,0,1
10.103598000,0,0
10.104432000,1,0
10.112536000,0,1
10.153713000,0,0
10.154543000,1,0
10.162647000,0,0
10.162648000,0,1
10.203829000,0,0
10.204662000,1,0
10.212766000,0,0
10.212767000,0,1
10.253944000,0,0
10.254775000,1,0
10.262925000,0,0
10.262926000,0,1
10.304060000,0,0
10.304894000,1,0
10.312998000,0,1
10.354176000,0,0
10.355009000,1,0
10.363113000,0,0
10.363114000,0,1
10.404291000,0,0
10.405121000,1,0
10.413272000,0,1
10.454407000,0,0
10.455241000,1,0
10.463345000,0,1
10.504523000,0,0
10.505356000,1,0
10.513460000,0,0
10.513461000,0,1
10.554638000,0,0
10.555468000,1,0
10.563619000,0,1
10.604754000,0,0
10.605588000,1,0
10.613691000,0,0
10.613692000,0,1
10.654870000,0,0
10.655703000,1,0
10.663807000,0,0
10.663808000,0,1
10.704985000,0,0
10.705815000,1,0
10.713966000,0,1
10.755101000,0,0
10.755935000,1,0
10.764038000,0,0
10.764039000,0,1
10.805216000,0,0
10.806050000,1,0
10.814154000,0,1
10.855332000,0,0
10.856162000,1,0
10.864313000,0,1
10.905448000,0,0
10.906281000,1,0
10.914385000,0,0
10.914386000,0,1
10.955563000,0,0
10.956397000,1,0
10.964501000,0,1
11.005679000,0,0
11.006509000,1,0
11.014659000,0,0
11.014660000,0,1
11.055795000,0,0
11.056628000,1,0
11.064745000,0,0
11.064746000,0,1
11.105910000,0,0
11.106744000,1,0
11.114861000,0,1
11.156026000,0,0
11.156856000,1,0
11.165020000,0,1
11.206141000,0,0
11.206975000,1,0
11.215092000,0,0
11.215093000,0,1
11.256257000,0,0
11.257091000,1,0
11.265208000,0,1
11.306373000,0,0
11.307203000,1,0
11.315366000,0,0
11.315367000,0,1
11.356488000,0,0
11.357322000,1,0
11.365439000,0,0
11.365440000,0,1
11.406604000,0,0
11.407438000,1,0
11.415555000,0,1
11.456720000,0,0
11.457550000,1,0
11.465713000,0,0
11.465714000,0,1
11.506835000,0,0
11.507669000,1,0
11.515786000,0,1
11.556951000,0,0
11.557785000,1,0
11.565902000,0,1
11.607067000,0,0
11.607897000,1,0
11.616060000,0,0
11.616061000,0,1
11.657182000,0,0
11.658016000,1,0
11.666133000,0,1
11.707298000,0,0
11.708131000,1,0
11.716249000,0,1
11.757413000,0,0
11.758244000,1,0
11.766407000,0,1
11.807529000,0,0
11.808363000,1,0
11.816480000,0,1
11.857645000,0,0
11.858478000,1,0
11.866596000,0,1
11.907760000,0,0
11.908590000,1,0
11.916754000,0,1
11.957876000,0,0
11.958710000,1,0
11.966827000,0,1
12.007992000,0,0
12.008825000,1,0
12.016942000,0,0
12.016943000,0,1
12.058107000,0,0
12.058937000,1,0
12.067054000,0,0
12.067055000,0,1
12.108223000,0,0
12.109056000,1,0
12.117174000,0,1
12.158338000,0,0
12.159178000,1,0
12.167296000,0,1
12.208454000,0,0
12.209284000,1,0
12.217401000,0,0
12.217402000,0,1
12.258570000,0,0
12.259403000,1,0
12.267521000,0,1
12.308685000,0,0
12.309515000,1,0
12.317679000,0,1
12.358801000,0,0
12.359635000,1,0
12.367752000,0,1
12.408917000,0,0
12.409750000,1,0
12.417867000,0,0
12.417868000,0,1
12.459032000,0,0
12.459862000,1,0
12.468026000,0,1
12.509148000,0,0
12.509982000,1,0
12.518099000,0,1
12.559263000,0,0
12.560097000,1,0
12.568214000,0,0
12.568215000,0,1
12.609379000,0,0
12.610209000,1,0
12.618373000,0,1
12.659495000,0,0
12.660328000,1,0
12.668446000,0,1
12.709610000,0,0
12.710444000,1,0
12.718561000,0,1
12.759726000,0,0
12.760556000,1,0
12.768720000,0,1
12.809842000,0,0
12.810675000,1,0
12.818792000,0,0
12.818793000,0,1
12.859957000,0,0
12.860791000,1,0
12.868908000,0,1
12.910073000,0,0
12.910903000,1,0
12.919066000,0,0
12.919067000,0,1
12.960188000,0,0
12.961022000,1,0
12.969139000,0,0
12.969140000,0,1
13.010304000,0,0
13.011138000,1,0
13.019255000,0,1
13.060420000,0,0
13.061250000,1,0
13.069413000,0,0
13.069414000,0,1
13.110535000,0,0
13.111369000,1,0
13.119486000,0,0
13.119487000,0,1
13.160651000,0,0
13.161485000,1,0
13.169602000,0,1
13.210767000,0,0
13.211597000,1,0
13.219760000,0,0
13.219761000,0,1
13.260882000,0,0
13.261716000,1,0
13.269833000,0,1
13.310998000,0,0
13.311832000,1,0
13.319949000,0,1
13.361113000,0,0
13.361944000,1,0
13.370107000,0,1
13.411229000,0,0
13.412063000,1,0
13.420180000,0,1
13.461345000,0,0
13.462178000,1,0
13.470296000,0,1
13.511460000,0,0
13.512290000,1,0
13.520454000,0,1
13.561576000,0,0
13.562410000,1,0
13.570527000,0,1
13.611692000,0,0
13.612525000,1,0
13.620642000,0,0
13.620643000,0,1
13.661807000,0,0
13.662637000,1,0
13.670801000,0,1
13.711923000,0,0
13.712757000,1,0
13.720874000,0,1
13.762039000,0,0
13.762872000,1,0
13.770989000,0,0
13.770990000,0,1
13.812154000,0,0
13.812984000,1,0
13.821148000,0,1
13.862270000,0,0
13.863104000,1,0
13.871221000,0,1
13.912385000,0,0
13.913219000,1,0
13.921336000,0,0
13.921337000,0,1
13.962501000,0,0
13.963331000,1,0
13.971495000,0,1
14.012617000,0,0
14.013450000,1,0
14.021567000,0,0
14.021568000,0,1
14.062732000,0,0
14.063566000,1,0
14.071683000,0,0
14.071684000,0,1
14.112848000,0,0
14.113678000,1,0
14.121842000,0,1
14.162963000,0,0
14.163797000,1,0
14.171914000,0,0
14.171915000,0,1
14.213079000,0,0
14.213913000,1,0
14.222030000,0,1
14.263195000,0,0
14.264025000,1,0
14.272188000,0,0
14.272189000,0,1
14.313310000,0,0
14.314144000,1,0
14.322261000,0,0
14.322262000,0,1
14.363426000,0,0
14.364260000,1,0
14.372377000,0,1
14.413542000,0,0
14.414372000,1,0
14.422535000,0,0
14.422536000,0,1
14.463657000,0,0
14.464491000,1,0
14.472608000,0,1
14.513773000,0,0
14.514607000,1,0
14.522724000,0,1
14.563889000,0,0
14.564719000,1,0
14.572882000,0,0
14.572883000,0,1
14.614004000,0,0
14.614838000,1,0
14.622955000,0,1
14.664120000,0,0
14.664954000,1,0
14.673071000,0,1
14.714235000,0,0
14.715065000,1,0
14.723229000,0,1
14.764351000,0,0
14.765185000,1,0
14.773302000,0,1
14.814467000,0,0
14.815300000,1,0
14.823417000,0,0
14.823418000,0,1
14.864582000,0,0
14.865412000,1,0
14.873576000,0,1
14.914698000,0,0
14.915532000,1,0
14.923649000,0,1
14.964814000,0,0
14.965647000,1,0
14.973764000,0,0
14.973765000,0,1
15.014929000,0,0
15.015759000,1,0
15.023923000,0,1
15.065045000,0,0
15.065879000,1,0
15.073996000,0,1
15.115160000,0,0
15.115994000,1,0
15.124111000,0,0
15.124112000,0,1
15.165276000,0,0
15.166106000,1,0
15.174270000,0,1
15.215392000,0,0
15.216225000,1,0
15.224342000,0,0
15.224343000,0,1
15.265507000,0,0
15.266341000,1,0
15.274458000,0,0
15.274459000,0,1
15.315623000,0,0
15.316453000,1,0
15.324616000,0,0
15.324617000,0,1
15.365739000,0,0
15.366572000,1,0
15.374689000,0,0
15.374690000,0,1
15.415854000,0,0
15.416688000,1,0
15.424805000,0,1
15.465970000,0,0
15.466800000,1,0
15.474964000,0,1
15.516085000,0,0
15.516919000,1,0
15.525036000,0,0
15.525037000,0,1
15.566201000,0,0
15.567035000,1,0
15.575152000,0,1
15.616317000,0,0
15.617147000,1,0
15.625310000,0,0
15.625311000,0,1
15.666432000,0,0
15.667266000,1,0
15.675383000,0,0
15.675384000,0,1
15.716548000,0,0
15.717382000,1,0
15.725499000,0,1
15.766663000,0,0
15.767494000,1,0
15.775657000,0,0
15.775658000,0,1
15.816779000,0,0
15.817613000,1,0
15.825730000,0,1
15.866895000,0,0
15.867728000,1,0
15.875846000,0,1
15.917010000,0,0
15.917840000,1,0
15.926004000,0,1
15.967126000,0,0
15.967960000,1,0
15.976077000,0,1
16.017242000,0,0
16.018075000,1,0
16.026192000,0,0
16.026193000,0,1
16.067357000,0,0
16.068187000,1,0
16.076351000,0,0
16.076352000,0,1
16.117473000,0,0
16.118307000,1,0
16.126424000,0,1
16.167588000,0,0
16.168422000,1,0
16.176539000,0,0
16.176540000,0,1
16.217704000,0,0
16.218534000,1,0
16.226698000,0,1
16.267820000,0,0
16.268653000,1,0
16.276771000,0,1
16.317935000,0,0
16.318769000,1,0
16.326886000,0,1
16.368051000,0,0
16.368881000,1,0
16.377045000,0,1
16.418167000,0,0
16.419000000,1,0
16.427117000,0,0
16.427118000,0,1
16.468282000,0,0
16.469116000,1,0
16.477233000,0,1
16.518398000,0,0
16.519228000,1,0
16.527391000,0,0
16.527392000,0,1
16.568513000,0,0
16.569347000,1,0
16.577464000,0,0
16.577465000,0,1
16.618629000,0,0
16.619463000,1,0
16.627580000,0,1
16.668745000,0,0
16.669575000,1,0
16.677739000,0,1
16.718860000,0,0
16.719694000,1,0
16.727811000,0,1
16.768976000,0,0
16.769810000,1,0
16.777927000,0,1
16.819092000,0,0
16.819922000,1,0
16.828085000,0,0
16.828086000,0,1
16.869207000,0,0
16.870041000,1,0
16.878158000,0,1
16.919323000,0,0
16.920156000,1,0
16.928274000,0,1
16.969438000,0,0
16.970269000,1,0
16.978432000,0,1
17.019554000,0,0
17.020388000,1,0
17.028505000,0,1
17.069670000,0,0
17.070503000,1,0
17.078621000,0,1
17.119785000,0,0
17.120615000,1,0
17.128779000,0,1
17.169901000,0,0
17.170735000,1,0
17.178852000,0,1
17.220017000,0,0
17.220850000,1,0
17.228967000,0,0
17.228968000,0,1
17.270132000,0,0
17.270962000,1,0
17.279079000,0,0
17.279080000,0,1
17.320248000,0,0
17.321081000,1,0
17.329199000,0,1
17.370363000,0,0
17.371197000,1,0
17.379314000,0,0
17.379315000,0,1
17.420479000,0,0
17.421309000,1,0
17.429473000,0,1
17.470595000,0,0
17.471428000,1,0
17.479505000,0,1
17.520710000,0,0
17.521544000,1,0
17.529635000,0,1
17.570826000,0,0
17.571656000,1,0
17.579747000,0,1
17.620941000,0,0
17.621772000,1,0
17.629862000,0,0
17.629863000,0,1
17.671057000,0,0
17.671883000,1,0
17.679974000,0,0
17.679975000,0,1
17.721173000,0,0
17.721999000,1,0
17.730090000,0,1
17.771288000,0,0
17.772114000,1,0
17.780206000,0,1
17.821404000,0,0
17.822230000,1,0
17.830321000,0,1
17.871520000,0,0
17.872346000,1,0
17.880450000,0,1
17.921635000,0,0
17.922461000,1,0
17.930565000,0,0
17.930566000,0,1
17.971751000,0,0
17.972577000,1,0
17.980681000,0,0
17.980682000,0,1
18.021866000,0,0
18.022692000,1,0
18.030797000,0,1
18.071982000,0,0
18.072808000,1,0
18.080912000,0,0
18.080913000,0,1
18.122098000,0,0
18.122924000,1,0
18.123860000,0,1
18.172213000,0,0
18.173039000,1,0
18.173973000,0,1
18.222329000,0,0
18.223155000,1,0
18.224088000,0,0
18.224089000,0,1
18.272445000,0,0
18.273271000,1,0
18.274204000,0,1
18.322560000,0,0
18.323386000,1,0
18.324320000,0,1
18.372676000,0,0
18.373502000,1,0
18.374435000,0,0
18.374436000,0,1
18.422791000,0,0
18.423617000,1,0
18.424551000,0,1
18.472907000,0,0
18.473733000,1,0
18.474667000,0,1
18.523023000,0,0
18.523849000,1,0
18.524782000,0,1
18.573138000,0,0
18.573964000,1,0
18.574898000,0,1
18.623254000,0,0
18.624080000,1,0
18.625013000,0,0
18.625014000,0,1
18.673370000,0,0
18.674196000,1,0
18.675129000,0,1
18.723485000,0,0
18.724311000,1,0
18.725245000,0,1
18.773601000,0,0
18.774427000,1,0
18.775360000,0,0
18.775361000,0,1
18.823716000,0,0
18.824542000,1,0
18.825476000,0,1
18.873832000,0,0
18.874658000,1,0
18.875592000,0,1
18.923948000,0,0
18.924774000,1,0
18.925707000,0,0
18.925708000,0,1
18.974063000,0,0
18.974890000,1,0
18.975823000,0,1
19.024179000,0,0
19.025005000,1,0
19.025938000,0,0
19.025939000,0,1
19.074295000,0,0
19.075121000,1,0
19.076054000,0,0
19.076055000,0,1
19.124410000,0,0
19.125236000,1,0
19.126170000,0,1
19.174526000,0,0
19.175352000,1,0
19.176286000,0,1
19.224642000,0,0
19.225468000,1,0
19.226401000,0,1
19.274757000,0,0
19.275583000,1,0
19.276517000,0,1
19.324873000,0,0
19.325699000,1,0
19.326632000,0,0
19.326633000,0,1
19.374989000,0,0
19.375815000,1,0
19.376748000,0,1
19.425104000,0,0
19.425930000,1,0
19.426864000,0,1
19.475220000,0,0
19.476046000,1,0
19.476979000,0,0
19.476980000,0,1
19.525336000,0,0
19.526162000,1,0
19.527095000,0,1
19.575451000,0,0
19.576277000,1,0
19.577211000,0,1
19.625567000,0,0
19.626393000,1,0
19.627326000,0,0
19.627327000,0,1
19.675682000,0,0
19.676509000,1,0
19.677442000,0,1
19.725798000,0,0
19.726624000,1,0
19.727558000,0,1
19.775914000,0,0
19.776740000,1,0
19.777673000,0,0
19.777674000,0,1
19.826029000,0,0
19.826855000,1,0
19.827789000,0,1
19.876145000,0,0
19.876971000,1,0
19.877905000,0,1
19.926261000,0,0
19.927087000,1,0
19.928020000,0,1
19.976376000,0,0
19.977202000,1,0
19.978136000,0,1
20.026492000,0,0
20.027318000,1,0
20.028251000,0,0
20.028252000,0,1
20.076608000,0,0
20.077434000,1,0
20.078367000,0,1
20.126723000,0,0
20.127549000,1,0
20.128483000,0,1
20.176839000,0,0
20.177665000,1,0
20.178598000,0,0
20.178599000,0,1
20.226955000,0,0
20.227781000,1,0
20.228714000,0,1
20.277070000,0,0
20.277896000,1,0
20.278830000,0,1
20.327186000,0,0
20.328012000,1,0
20.328945000,0,0
20.328946000,0,1
20.377301000,0,0
20.378128000,1,0
20.379061000,0,1
20.427417000,0,0
20.428243000,1,0
20.429177000,0,1
20.477533000,0,0
20.478359000,1,0
20.479292000,0,0
20.479293000,0,1
20.527648000,0,0
20.528474000,1,0
20.529408000,0,1
20.577764000,0,0
20.578590000,1,0
20.579524000,0,1
20.627880000,0,0
20.628706000,1,0
20.629639000,0,1
20.677995000,0,0
20.678821000,1,0
20.679755000,0,1
20.728111000,0,0
20.728937000,1,0
20.729870000,0,0
20.729871000,0,1
